yearCombine,idPlayer,nameFirst,nameLast,namePlayer,slugPosition,heightWOShoesInches,heightWOShoes,weightLBS,wingspanInches,wingspan,reachStandingInches,reachStandingO,verticalLeapStandingInches,verticalLeapMaxInches,timeLaneAgility,timeThreeQuarterCourtSprint,repsBenchPress135,pctBodyFat,heightWShoesInches,heightWShoes,lengthHandInches,widthHandInches,timeModifiedLaneAgility,setSpot15CornerLeft,setSpot15BreakLeft,setSpot15TopKey,setSpot15BreakRight,setSpot15CornerRight,setSpot15CornerLeftCollege,setSpot15BreakLeftCollege,setSpot15TopKeyCollege,setSpot15BreakRightCollege,setSpot15CornerRightCollege,setSpot15CornerLeftNBA,setSpot15BreakLeftNBA,setSpot15TopKeyNBA,setSpotBreakRightNBA,setSpotCornerRightNBA,setSpot15CornerLeftMade,setSpot15CornerLeftAttempted,setSpot15CornerLeftPct,setSpot15BreakLeftMade,setSpot15BreakLeftAttempted,setSpot15BreakLeftPct,setSpot15TopKeyMade,setSpot15TopKeyAttempted,setSpot15TopKeyPct,setSpot15BreakRightMade,setSpot15BreakRightAttempted,setSpot15BreakRightPct,setSpot15CornerRightMade,setSpot15CornerRightAttempted,setSpot15CornerRightPct,setSpot15CornerLeftCollegeMade,setSpot15CornerLeftCollegeAttempted,setSpot15CornerLeftCollegePct,setSpot15BreakLeftCollegeMade,setSpot15BreakLeftCollegeAttempted,setSpot15BreakLeftCollegePct,setSpot15TopKeyCollegeMade,setSpot15TopKeyCollegeAttempted,setSpot15TopKeyCollegePct,setSpot15BreakRightCollegeMade,setSpot15BreakRightCollegeAttempted,setSpot15BreakRightCollegePct,setSpot15CornerRightCollegeMade,setSpot15CornerRightCollegeAttempted,setSpot15CornerRightCollegePct,setSpot15CornerLeftNBAMade,setSpot15CornerLeftNBAAttempted,setSpot15CornerLeftNBAPct,setSpot15BreakLeftNBAMade,setSpot15BreakLeftNBAAttempted,setSpot15BreakLeftNBAPct,setSpot15TopKeyNBAMade,setSpot15TopKeyNBAAttempted,setSpot15TopKeyNBAPct,setSpotBreakRightNBAMade,setSpotBreakRightNBAAttempted,setSpotBreakRightNBAPct,setSpotCornerRightNBAMade,setSpotCornerRightNBAAttempted,setSpotCornerRightNBAPct,setOffDrib15BreakLeft,setSpotOffDrib15TopKey,setOffDrib15BreakRight,setOnMove15,setOnMoveCollege,setOffDrib15BreakLeftMade,setOffDrib15BreakLeftAttempted,setOffDrib15BreakLeftPct,setSpotOffDrib15TopKeyMade,setSpotOffDrib15TopKeyAttempted,setSpotOffDrib15TopKeyPct,setOffDrib15BreakRightMade,setOffDrib15BreakRightAttempted,setOffDrib15BreakRightPct,setOnMove15Made,setOnMove15Attempted,setOnMove15Pct,setOnMoveCollegeMade,setOnMoveCollegeAttempted,setOnMoveCollegePct,setOffDribBreakLeftCollege,setOffDribTopKeyCollege,setOffDribBreakRightCollege,setOffDribBreakLeftCollegeMade,setOffDribBreakLeftCollegeAttempted,setOffDribBreakLeftCollegePct,setOffDribTopKeyCollegeMade,setOffDribTopKeyCollegeAttempted,setOffDribTopKeyCollegePct,setOffDribBreakRightCollegeMade,setOffDribBreakRightCollegeAttempted,setOffDribBreakRightCollegePct
2001,2074,Jabari,Smith,Jabari Smith,PF-C,81.75,6' 9.75'',240.5,86.5,7' 2.5'',109.5,9' 1.5'',24.5,30,12.450000000000001,3.4299999999999997,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12027,Jarrett,Stephens,Jarrett Stephens,PF,77.25,6' 5.25'',258,81.25,6' 9.25'',103,8' 7'',27,29,11.98,3.46,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12028,Bootsy,Thornton,Bootsy Thornton,SG,75.5,6' 3.5'',194.5,78.5,6' 6.5'',101.5,8' 5.5'',26.5,31,12.08,3.3299999999999996,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12029,Jaquay,Walls,Jaquay Walls,PG,73.25,6' 1.25'',165.5,74.5,6' 2.5'',96.5,8' 0.5'',28.5,35.5,10.75,3.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12030,Jameel,Watkins,Jameel Watkins,PF-C,81.5,6' 9.5'',244.5,90,7' 6'',110,9' 2'',28,30.5,12.38,3.4499999999999997,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12033,Adam,Allenspach,Adam Allenspach,C,83.5,6' 11.5'',259,84.5,7' 0.5'',107,8' 11'',28.5,31,11.9,3.4,16,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2240,Gilbert,Arenas,Gilbert Arenas,SG,74.25,6' 2.25'',199,81.5,6' 9.5'',99.5,8' 3.5'',31.5,36,,3.25,12,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2220,Brandon,Armstrong,Brandon Armstrong,SG,75.5,6' 3.5'',188,81.5,6' 9.5'',99.5,8' 3.5'',30,37,10.91,3.2,6,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2203,Shane,Battier,Shane Battier,SF-PF,80.25,6' 8.25'',229,82.5,6' 10.5'',105,8' 9'',29.5,33,10.950000000000001,3.3,12,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12034,Cookie,Belcher,Cookie Belcher,SG-PG,75,6' 3'',206,80.5,6' 8.5'',99,8' 3'',35,41.5,11.26,2.9099999999999997,7,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2294,Charlie,Bell,Charlie Bell,PG,74.5,6' 2.5'',200,79.5,6' 7.5'',97.5,8' 1.5'',31.5,38,10.59,3.12,15,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2257,Ruben,Boumtje-Boumtje,Ruben Boumtje-Boumtje,C,83.5,6' 11.5'',245,88,7' 4'',111,9' 3'',26.5,31,11.84,3.3299999999999996,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12035,Calvin,Bowman,Calvin Bowman,PF,80.75,6' 8.75'',214,83.5,6' 11.5'',104,8' 8'',28.5,34.5,11.96,3.21,7,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2214,Michael,Bradley,Michael Bradley,PF,81.5,6' 9.5'',227,85.5,7' 1.5'',107,8' 11'',27,30,11.11,3.3499999999999996,13,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2249,Jamison,Brewer,Jamison Brewer,PG,74.5,6' 2.5'',178,80.75,6' 8.75'',102.5,8' 6.5'',26,32.5,9.65,3.15,12,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2198,Kwame,Brown,Kwame Brown,PF-C,82,6' 10'',243,85,7' 1'',108,9' 0'',30,33,11.59,3.4499999999999997,17,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2245,Damone,Brown,Damone Brown,SF,80.25,6' 8.25'',202,83.75,6' 11.75'',104.5,8' 8.5'',32,37,11.81,3.27,6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12031,SirValiant,Brown,SirValiant Brown,PG,71,5' 11'',176,76,6' 4'',92.5,7' 8.5'',31,39.5,11.229999999999999,3,10,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12032,Ryan,Carroll,Ryan Carroll,SF-SG,76,6' 4'',202,80.25,6' 8.25'',99,8' 3'',34.5,39,11,3.1,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2199,Tyson,Chandler,Tyson Chandler,SF-PF,83.5,6' 11.5'',224,87,7' 3'',110,9' 2'',31,33.5,12.129999999999999,3.36,2,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2251,Eric,Chenowith,Eric Chenowith,C,85,7' 1'',264,88,7' 4'',111,9' 3'',23.5,27.5,12.5,3.59,6,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2439,Sam,Clancy,Sam Clancy,PF,78.25,6' 6.25'',242,86.75,7' 2.75'',107,8' 11'',31,34,11.47,3.13,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12036,Gyasi,Cline-Heard,Gyasi Cline-Heard,PF,78.25,6' 6.25'',231,83.5,6' 11.5'',103,8' 7'',31.5,34.5,11.4,3.23,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2260,Jarron,Collins,Jarron Collins,C-PF,81.25,6' 9.25'',252,87,7' 3'',104,8' 8'',23,29,11.65,3.6,10,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2215,Jason,Collins,Jason Collins,PF-C,82.25,6' 10.25'',251,88.5,7' 4.5'',110,9' 2'',25.5,28.5,12.1,3.54,8,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2241,Omar,Cook,Omar Cook,PG,71.5,5' 11.5'',189,77.5,6' 5.5'',92,7' 8'',31,35.5,10.77,3.2,9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2201,Eddy,Curry,Eddy Curry,C,82.5,6' 10.5'',301,90.5,7' 6.5'',111,9' 3'',28,31,12.25,3.53,16,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12037,Tate,Decker,Tate Decker,SF,81.25,6' 9.25'',218,83.75,6' 11.75'',107,8' 11'',25.5,28.5,12.19,3.4699999999999998,13,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2205,DeSagana,Diop,DeSagana Diop,C,82,6' 10'',314,90.5,7' 6.5'',113,9' 5'',21.5,25.5,12.370000000000001,3.56,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12038,Robb,Dryden,Robb Dryden,C,85,7' 1'',241,86.5,7' 2.5'',110.2,9' 2.25'',27,30,12.47,3.46,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2230,Maurice,Evans,Maurice Evans,SG,76.25,6' 4.25'',221,80,6' 8'',101,8' 5'',34.5,37.5,10.08,3.12,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12039,Anthony,Evans,Anthony Evans,PF,78,6' 6'',267,83.5,6' 11.5'',101.5,8' 5.5'',31.5,33,12.56,3.3099999999999996,18,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12150,Benjamin,Eze,Benjamin Eze,C-PF,80.75,6' 8.75'',232,90,7' 6'',109,9' 1'',29,32,13.05,3.36,14,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2386,Kimani,Ffriend,Kimani Ffriend,C-PF,81.5,6' 9.5'',228,82.75,6' 10.75'',108.5,9' 0.5'',32,33,11.46,3.09,9,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2228,Alton,Ford,Alton Ford,PF,80.25,6' 8.25'',271,82.5,6' 10.5'',102.5,8' 6.5'',34.5,36.5,11.7,3.16,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2218,Joseph,Forte,Joseph Forte,SG,75.5,6' 3.5'',193,78.5,6' 6.5'',100.5,8' 4.5'',26.5,33,11.51,3.19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,-1,Jason,Gardner,Jason Gardner,PG,69.75,5' 9.75'',188,73.25,6' 1.25'',92.5,7' 8.5'',34.5,40,10.88,2.92,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12151,Jerry,Green,Jerry Green,PG-SG,73.5,6' 1.5'',179,78.25,6' 6.25'',99,8' 3'',28.5,35,11.7,3.17,13,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12152,Kenny,Gregory,Kenny Gregory,SF,75.5,6' 3.5'',200,83.25,6' 11.25'',101,8' 5'',39.5,45.5,11.33,3.1,10,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2204,Eddie,Griffin,Eddie Griffin,PF-SF,81.25,6' 9.25'',222,87,7' 3'',110,9' 2'',26.5,33,11.77,3.21,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2239,Trenton,Hassell,Trenton Hassell,SG-SF,76.25,6' 4.25'',205,80,6' 8'',99.5,8' 3.5'',35.5,37.5,11.57,3.29,12,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2213,Kirk,Haston,Kirk Haston,PF-SF,80,6' 8'',242,84.25,7' 0.25'',106,8' 10'',27,31.5,12.25,3.3499999999999996,11,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12153,Charles,Hathaway,Charles Hathaway,C,80,6' 8'',274,86,7' 2'',107.5,8' 11.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2217,Brendan,Haywood,Brendan Haywood,C,83.75,6' 11.75'',266,90.5,7' 6.5'',113.5,9' 5.5'',27,28.5,12.870000000000001,3.5,17,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12154,Michael,Hicks,Michael Hicks,SG,76,6' 4'',197,81.25,6' 9.25'',100.5,8' 4.5'',33,40.5,11.38,3.19,13,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2212,Steven,Hunter,Steven Hunter,C-PF,82.25,6' 10.25'',224,88,7' 4'',108,9' 0'',30.5,38.5,11.99,3.15,11,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12155,Andre,Hutson,Andre Hutson,PF,80.25,6' 8.25'',244,83.75,6' 11.75'',105.5,8' 9.5'',29,32.5,11.25,3.3,17,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12156,Nate,James,Nate James,SF,76.75,6' 4.75'',196,82.75,6' 10.75'',103,8' 7'',26,31,11.42,3.3099999999999996,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2210,Richard,Jefferson,Richard Jefferson,SF,79.25,6' 7.25'',223,84,7' 0'',103,8' 7'',33,38.5,11.19,3.15,14,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2798,Horace,Jenkins,Horace Jenkins,PG,71.75,5' 11.75'',171,77.25,6' 5.25'',97,8' 1'',34.5,41,10.97,3.1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12157,Darrell,Johns,Darrell Johns,C,83.25,6' 11.25'',278,89,7' 5'',111.5,9' 3.5'',23.5,30,12.41,3.59,18,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2256,Ken,Johnson,Ken Johnson,C,82.75,6' 10.75'',227,88,7' 4'',109.5,9' 1.5'',32.5,35,11.27,3.12,13,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2207,Joe,Johnson,Joe Johnson,SF-SG,78.75,6' 6.75'',226,81,6' 9'',105,8' 9'',32.5,36.5,12.05,3.4,12,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12158,Darren,Kelly,Darren Kelly,SG-PG,74,6' 2'',178,78.75,6' 6.75'',100,8' 4'',30.5,34.5,11.38,3.21,1,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2253,Sean,Lampley,Sean Lampley,SF,77.5,6' 5.5'',213,81.25,6' 9.25'',101,8' 5'',36,40,11.06,3.12,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12159,Zach,Marbury,Zach Marbury,PG-SG,73.25,6' 1.25'',183,75.5,6' 3.5'',96.5,8' 0.5'',33,36.5,11.53,3.1,0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12160,Mike,Mardesich,Mike Mardesich,C-PF,82.25,6' 10.25'',247,84.5,7' 0.5'',108.5,9' 0.5'',24,30,11.65,3.4499999999999997,8,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12161,DeMarcus,Minor,DeMarcus Minor,SG,75.25,6' 3.25'',207,80.25,6' 8.25'',99.5,8' 3.5'',29,41,10.57,3.15,9,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,200081,Jamario,Moon,Jamario Moon,SF,78.5,6' 6.5'',185,83.5,6' 11.5'',103,8' 7'',33,43,11.639999999999999,3.08,0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2211,Troy,Murphy,Troy Murphy,PF,81.75,6' 9.75'',230,83,6' 11'',105.5,8' 9.5'',28.5,34.5,11.219999999999999,3.4299999999999997,11,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12162,Troy,Ostler,Troy Ostler,PF-SF,80.75,6' 8.75'',200,85.5,7' 1.5'',106.5,8' 10.5'',26.5,29.5,13.42,3.5,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,40046,Lazaros,Papadopoulos,Lazaros Papadopoulos,C-PF,82.25,6' 10.25'',227,86.5,7' 2.5'',110.5,9' 2.5'',23,26,12,3.7,4,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12164,Rashad,Phillips,Rashad Phillips,PG,69,5' 9'',166,73.5,6' 1.5'',92,7' 8'',27,32,11.93,3.27,5,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12165,Demetrius,Porter,Demetrius Porter,PG,70.75,5' 10.75'',178,74.75,6' 2.75'',94,7' 10'',26,31,11.5,3.34,5,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12166,Martin,Rancik,Martin Rancik,PF-SF,80.75,6' 8.75'',230,80,6' 8'',102.5,8' 6.5'',32,37,10.77,3.19,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2202,Jason,Richardson,Jason Richardson,SF-SG,76.75,6' 4.75'',213,83.5,6' 11.5'',102.5,8' 6.5'',32.5,39.5,11.75,3.12,15,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2369,Norman,Richardson,Norman Richardson,SG,75.5,6' 3.5'',180,76.5,6' 4.5'',99,8' 3'',30.5,35.5,10.97,3.15,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2219,Jeryl,Sasser,Jeryl Sasser,PG-SG,77.5,6' 5.5'',194,82.5,6' 10.5'',103.5,8' 7.5'',29,34,11.47,3.22,1,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12167,Kenny,Satterfield,Kenny Satterfield,PG,73,6' 1'',176,76.5,6' 4.5'',98,8' 2'',28.5,33,12.05,3.2,3,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
